gene,0,12,24,48,72,Cluster
A17R_Medtr4g085990_rep1,0.03,3.15,0,0.04,0.02,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr1g016780_rep1,65.89,199.84,74.09,103.43,141.01,Mtr-Shoot-DTW021-DPGP001
A17R_Medtr8g056790_rep1,20.35,19.81,17.93,12.32,11.08,Mtr-Shoot-DTW044-DPGP002
A17R_Medtr3g078300_rep1,2.43,11.52,1.92,3.67,3.29,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr6g078100_rep1,4.02,6.29,3.22,3.06,3.54,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr4g094625_rep1,30.07,79.29,47.17,33.37,45.35,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr5g063200_rep1,1.91,3.02,1.79,3.76,6.49,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr7g073590_rep1,0.91,2.13,0.64,0.54,1.16,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr5g090410_rep1,179.07,70.06,260.92,254.56,158.52,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr8g095080_rep1,5.5,3.33,6.37,6.8,6.54,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr1g020090_rep1,0.41,1.59,0.5,0.21,0.14,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr4g107650_rep1,129.99,63.53,91.63,105.84,109.44,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr7g085200_rep1,15.43,28.17,22.74,13.05,27.75,Mtr-Shoot-DTW024-DPGP001
A17R_Medtr5g021580_rep1,71.34,4.1,54.67,70.07,61.44,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr6g465460_rep1,1.82,1.84,4.34,3.55,4.71,Mtr-Shoot-DTW010-DPGP001
A17R_Medtr2g097290_rep1,3.36,3.83,3.57,5.79,5.58,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr3g088895_rep1,71.98,27.28,84.38,93.3,110.4,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr7g101190_rep1,283.77,210.96,209.15,146.93,127.13,Mtr-Shoot-DTW044-DPGP002
A17R_Medtr3g069410_rep1,3.76,7.75,4.63,5.3,5.16,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr7g006060_rep1,4.2,20.19,8.31,7.48,5.7,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr5g042870_rep1,12.8,20.11,12.22,5.44,7.26,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr1g075320_rep1,25.89,48.7,28.63,25.97,23.43,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr8g092170_rep1,28.99,20.53,28.37,31.38,31.26,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr6g023320_rep1,20.49,60.13,29.19,27.45,25.31,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr3g061480_rep1,32.8,87.15,40.43,34.42,34.48,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr2g020160_rep1,44.21,69.21,46.77,33.08,30.36,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr1g105750_rep1,3.42,2.18,5.49,7.66,4.89,Mtr-Shoot-DTW013-DPGP001
A17R_Medtr1g062160_rep1,2.02,4.74,2.06,1.29,3.57,Mtr-Shoot-DTW045-DPGP001
A17R_Medtr3g052760_rep1,107.42,7.66,124.72,165.41,103.88,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr1g105640_rep1,1.28,4.58,1.67,1.59,1.64,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr7g016720_rep1,43.83,10.69,73.03,75.55,42.72,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr4g087140_rep1,0.26,0.94,0.04,0.38,0.15,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr4g037255_rep1,4.44,0.55,1.92,1.35,1.38,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr8g104655_rep1,0.81,0.49,0.43,0.59,1.82,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr7g107100_rep1,6.4,2.65,7.59,6.38,5.94,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr7g083410_rep1,4.1,4.45,4.57,2.73,1.75,Mtr-Shoot-DTW032-DPGP001
A17R_Medtr8g018420_rep1,2.01,0.11,0.77,1.1,1.47,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr3g062440_rep1,11.68,9.54,15.53,17.85,19,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr4g063905_rep1,6.72,8.03,9.02,11.62,10.64,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr3g091090_rep1,16.45,17.26,18.21,23.05,27.7,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr4g116170_rep1,38.04,32.37,43.63,39.41,38.54,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr4g082060_rep1,30.48,1.25,32.85,25.5,25.88,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr5g064950_rep1,3.72,0.09,1.65,2.61,3.17,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr6g016650_rep1,6.21,7.27,4.01,2.05,2.96,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr2g461260_rep1,26.7,41.64,21.92,18.91,20.47,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr5g046750_rep1,5.19,0.48,4.67,2.93,3.68,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr1g034340_rep1,9.66,29.86,10.89,13.75,18.06,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr1g076730_rep1,23,6.86,23.95,9.05,11.89,Mtr-Shoot-DTW018-DPGP001
A17R_Medtr2g086590_rep1,10.35,8.87,14.77,14.64,14.21,Mtr-Shoot-DTW026-DPGP001
A17R_Medtr1g114290_rep1,71.28,131.81,78.35,65.3,59.48,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr4g013255_rep1,19.32,46.32,33.92,36.33,35.3,Mtr-Shoot-DTW005-DPGP001
A17R_Medtr1g095070_rep1,333.72,176.91,254.2,196.52,286.61,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr5g072900_rep1,15.56,31.84,13.49,13.57,15.23,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr7g105390_rep1,28.08,58.95,34.99,25.52,27.34,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr4g072330_rep1,2.89,0.11,5.32,4.99,5.06,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr4g075110_rep1,0.68,2.32,2.05,1.8,4.37,Mtr-Shoot-DTW036-DPGP001
A17R_Medtr7g015320_rep1,0.89,1.64,1.34,3.41,2.53,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr1g111400_rep1,54.62,44.78,59.61,46.27,49.31,Mtr-Shoot-DTW018-DPGP001
A17R_Medtr4g069940_rep1,18.97,21.42,12.16,11.4,11.82,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr5g075240_rep1,51.58,46.26,51.72,74.94,67.88,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr8g008970_rep1,0.5,0.3,0.51,1.06,0.53,Mtr-Shoot-DTW012-DPGP004
A17R_Medtr8g030860_rep1,8.59,19.61,10.04,9.9,10.28,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr3g466000_rep1,11.16,12.6,5.52,6.49,4.48,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr8g103870_rep1,6.87,19.46,8.09,6.96,6.71,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr6g051690_rep1,0.54,4.06,0.69,1.26,0.97,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr1g064240_rep1,3.63,1.7,2.96,4.39,3.64,Mtr-Shoot-DTW040-DPGP001
A17R_Medtr3g005660_rep1,12.78,28.34,20.11,16.15,11.91,Mtr-Shoot-DTW025-DPGP001
A17R_Medtr4g128020_rep1,192.72,103.93,165.18,184.78,173.78,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr3g111270_rep1,0.8,0.18,0.46,0.66,1.59,Mtr-Shoot-DTW033-DPGP001
A17R_Medtr5g090580_rep1,20.06,45.62,18.52,22.27,21.29,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr3g106400_rep1,65.75,43.54,73.21,80.99,62.47,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr1g114300_rep1,5.62,23.82,10.56,9.37,9.44,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr5g097010_rep1,52.17,140.65,76.66,71.6,73.72,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr7g024765_rep1,10.05,11.69,23.61,19.22,27.97,Mtr-Shoot-DTW009-DPGP002
A17R_Medtr2g026575_rep1,2.61,7.26,2.22,2.18,2.53,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr5g010020_rep1,0.48,0.65,0.53,0.94,1.57,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr7g084000_rep1,107.89,465.98,134.08,136.78,116.27,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr3g015830_rep1,5.84,13.89,4.23,104.37,20.67,Mtr-Shoot-DTW012-DPGP004
A17R_Medtr6g008680_rep1,7.78,21.49,9.44,9.11,13.25,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr3g463060_rep1,0.07,0.28,0.5,2.08,7.08,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr8g072540_rep1,0.24,1.72,0.25,0.42,0.52,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr7g016800_rep1,55.75,12.41,77.26,89.33,43.14,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr4g109770_rep1,1.66,0.56,0.6,0.91,1.02,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr3g072500_rep1,20.84,22,23.45,32.94,25.24,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr8g069915_rep1,27.08,40.36,24.85,22.99,20.1,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr3g077030_rep1,91.15,24.14,100.86,72.78,60.47,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr6g007740_rep1,0,0.16,0.05,0,0.21,Mtr-Shoot-DTW024-DPGP001
A17R_Medtr7g100810_rep1,0.24,0.57,0.45,0.25,0.23,Mtr-Shoot-DTW025-DPGP001
A17R_Medtr3g031800_rep1,4.24,13.21,3.78,3.69,6.37,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr3g008470_rep1,3.57,2.49,4.92,4.33,6.92,Mtr-Shoot-DTW007-DPGP001
A17R_Medtr4g022670_rep1,3.5,1.63,2.76,3.06,2.11,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr5g098420_rep1,186.23,200.27,116.4,99.77,136.72,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr4g029730_rep1,2.57,137.24,6.62,16.76,15.04,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr1g087030_rep1,99.21,823.75,120.85,102.42,71.66,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr1g067000_rep1,94.02,5.28,68.14,68.54,69.36,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr8g012655_rep1,4.76,15.42,4.85,3.49,4.63,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr7g011570_rep1,23.62,14.47,25.89,24.41,20.44,Mtr-Shoot-DTW030-DPGP001
A17R_Medtr0024s0170_rep1,1.65,8.07,1.65,0.79,5.9,Mtr-Shoot-DTW021-DPGP001
A17R_Medtr5g006740_rep1,53.05,79.23,61.47,60.04,48.88,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr4g104770_rep1,11.39,7.96,8.86,11.54,8.21,Mtr-Shoot-DTW018-DPGP002
A17R_Medtr6g084640_rep1,1.15,0,1.07,0.67,60.9,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr3g105980_rep1,1.27,4.64,1.37,2.7,1.98,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr1g023120_rep1,32.35,44.15,21.81,22.2,26.48,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr2g081960_rep1,13.57,6.71,8.43,3.69,1.22,Mtr-Shoot-DTW034-DPGP001
A17R_Medtr5g020840_rep1,19,16.31,18.62,23.19,22.88,Mtr-Shoot-DTW037-DPGP002
A17R_Medtr7g101870_rep1,20.36,47.92,27.2,32.23,36.88,Mtr-Shoot-DTW005-DPGP001
A17R_Medtr5g065010_rep1,6.16,24.49,9.1,7.98,20.23,Mtr-Shoot-DTW021-DPGP001
A17R_Medtr1g042800_rep1,0.12,0.38,0.19,0.18,0.15,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr7g063030_rep1,2.4,1.53,5.22,7.76,4.51,Mtr-Shoot-DTW013-DPGP001
A17R_Medtr8g087870_rep1,0,0.08,0.23,1.2,3.89,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr1g015165_rep1,9.37,2.1,10.38,11.12,16.79,Mtr-Shoot-DTW007-DPGP001
A17R_Medtr5g077640_rep1,70.1,14.41,18.32,38.45,30.52,Mtr-Shoot-DTW031-DPGP002
A17R_Medtr8g467180_rep1,0.09,0.71,0.62,0.94,0.82,Mtr-Shoot-DTW015-DPGP001
A17R_Medtr1g088700_rep1,10.16,10.23,13.53,15.37,17.86,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr2g037830_rep1,40.64,27.16,28.62,26.82,29.12,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr4g034720_rep1,4.26,2.85,3.38,2.48,1.99,Mtr-Shoot-DTW031-DPGP001
A17R_Medtr7g112360_rep1,2.48,33.94,5.16,5.79,7.32,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr3g096900_rep1,22.49,12.95,13.54,9.79,11.5,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr4g006730_rep1,7.12,12.95,11.15,22.08,33,Mtr-Shoot-DTW009-DPGP001
A17R_Medtr2g030220_rep1,2.7,5.19,1.93,2.17,3.54,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr1g023270_rep1,0.97,2.55,1.19,0.83,0.75,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr5g034990_rep1,5.83,15.83,7.67,12.26,13.73,Mtr-Shoot-DTW020-DPGP001
A17R_Medtr6g023190_rep1,0.03,0,0,0,0.06,Mtr-Shoot-DTW033-DPGP001
A17R_Medtr7g115460_rep1,28.55,23.41,32.61,44.75,39.84,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr2g024390_rep1,4.63,7.54,4.17,4.11,3.76,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr2g103750_rep1,51.33,1.23,40.88,52.13,33.46,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr8g099160_rep1,5.26,15.94,6.87,5.38,7.13,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr8g089610_rep1,284.52,215.48,220.92,161.52,150.96,Mtr-Shoot-DTW044-DPGP001
A17R_Medtr7g085600_rep1,19.4,34.46,15.66,19.44,18.94,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr8g023510_rep1,3.72,8.01,3.52,3.46,7.45,Mtr-Shoot-DTW021-DPGP001
A17R_Medtr3g098160_rep1,3.9,9.48,2.19,3.51,3.16,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr5g027550_rep1,5.36,2.09,1.88,1.74,1.53,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr0170s0030_rep1,3.18,5.46,3.4,3.28,2.44,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr8g016370_rep1,2.92,4.67,2.23,5.11,8.26,Mtr-Shoot-DTW007-DPGP001
A17R_Medtr8g042690_rep1,1.08,2.22,0.85,1.02,1.21,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr6g011810_rep1,21.71,17.8,25.99,24.04,20.77,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr7g090190_rep1,0.12,1.26,0.27,1.27,1.2,Mtr-Shoot-DTW015-DPGP001
A17R_Medtr4g123930_rep1,20.95,12.48,17.31,21.11,18.81,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr1g086510_rep1,1.16,1.41,1.73,1.84,4.07,Mtr-Shoot-DTW014-DPGP002
A17R_Medtr1g081760_rep1,0.09,0,0.09,0.12,0.27,Mtr-Shoot-DTW007-DPGP001
A17R_Medtr4g021410_rep1,48.12,43.31,52.15,68.29,62.87,Mtr-Shoot-DTW022-DPGP001
A17R_Medtr3g055610_rep1,15.31,28.94,13.34,12.93,11.32,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr8g099555_rep1,4.74,10.59,5.7,5.39,5.69,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr5g025370_rep1,5.98,15.82,7.61,8.25,8.84,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr8g035880_rep1,72.56,55.14,83.61,72.43,59.68,Mtr-Shoot-DTW030-DPGP001
A17R_Medtr5g018720_rep1,1.25,8.08,1.11,1.19,3.58,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr7g112620_rep1,11.29,18.41,11.13,8.86,15,Mtr-Shoot-DTW045-DPGP001
A17R_Medtr2g035150_rep1,77.74,45.57,60.16,28.51,26.42,Mtr-Shoot-DTW044-DPGP001
A17R_Medtr1g077000_rep1,26.76,13.76,15.24,13.88,10.43,Mtr-Shoot-DTW019-DPGP001
A17R_Medtr4g085540_rep1,227.73,164.07,232.04,243.49,249.7,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr6g047570_rep1,11,21.88,8.19,8.4,14.97,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr5g058660_rep1,0.16,0,0,0.05,6.73,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr1g099840_rep1,0.14,0.03,0.43,0.24,0.24,Mtr-Shoot-DTW026-DPGP001
A17R_Medtr4g068190_rep1,153.01,87.57,147.96,133.85,108.64,Mtr-Shoot-DTW030-DPGP001
A17R_Medtr8g461040_rep1,31.27,12.53,30.05,29.49,34.67,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr7g015970_rep1,32.7,22.8,27.88,36.96,66.88,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr8g086380_rep1,124.43,27.8,145.01,177.22,216.07,Mtr-Shoot-DTW039-DPGP001
A17R_Medtr3g065930_rep1,22.76,37.54,17.64,19.36,18.88,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr3g067535_rep1,214.72,550.5,119.21,25.08,44.56,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr1g067560_rep1,3.07,7.69,3.7,1.92,5.35,Mtr-Shoot-DTW045-DPGP001
A17R_Medtr8g098665_rep1,8.25,16.77,13.66,17.05,13.95,Mtr-Shoot-DTW015-DPGP001
A17R_Medtr5g095420_rep1,0.06,0.77,0.29,0.09,0.13,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr1g069610_rep1,4.54,8.4,2.81,4.16,4.82,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr6g041980_rep1,15.01,9.47,14.12,14.43,13.05,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr7g072470_rep1,16.69,17.17,16.2,4.03,4.38,Mtr-Shoot-DTW044-DPGP002
A17R_Medtr6g042030_rep1,14.4,91.96,25.75,21.48,25.11,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr5g062430_rep1,10.75,22.78,10.32,10.78,12.43,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr1g033450_rep1,1.49,2.86,1.51,1.78,1.07,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr3g060750_rep1,26.43,40.5,26.85,23.94,19.98,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr5g088350_rep1,96.4,31.34,91.12,79.5,84.15,Mtr-Shoot-DTW028-DPGP001
A17R_Medtr5g017420_rep1,0.22,0.64,0,0.25,0.6,Mtr-Shoot-DTW021-DPGP001
A17R_Medtr8g102350_rep1,35.81,23.97,34.42,19.07,27.74,Mtr-Shoot-DTW018-DPGP001
A17R_Medtr5g094440_rep1,0.51,4.75,3.86,0.67,0.59,Mtr-Shoot-DTW025-DPGP001
A17R_Medtr4g094868_rep1,1.81,4.98,1.53,2.02,5.06,Mtr-Shoot-DTW021-DPGP001
A17R_Medtr4g101750_rep1,121.2,303.94,135.84,111.34,97.84,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr4g089025_rep1,7.17,3.39,6.49,6.2,6.79,Mtr-Shoot-DTW017-DPGP001
A17R_Medtr6g092540_rep1,10.23,39.34,16.52,10.51,14.23,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr8g069905_rep1,1.11,2.7,1.47,1.48,1.74,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr1g052640_rep1,0.06,0.01,0.01,0,0.28,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr4g067320_rep1,133.93,37.98,142.61,147.09,142.4,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr3g013440_rep1,4.65,2.35,7.22,4.8,6.16,Mtr-Shoot-DTW026-DPGP001
A17R_Medtr8g041600_rep1,14.65,37.27,21.48,22.4,21.08,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr3g007750_rep1,8.61,10.13,10.56,16.76,18.03,Mtr-Shoot-DTW002-DPGP001
A17R_Medtr1g101020_rep1,6.61,8.37,3.46,3.91,4.25,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr3g100420_rep1,21.97,18.79,24.07,21.53,19.08,Mtr-Shoot-DTW030-DPGP001
A17R_Medtr2g042430_rep1,42.25,43.19,39.47,26.12,27.44,Mtr-Shoot-DTW044-DPGP002
A17R_Medtr3g086640_rep1,18.36,18.11,22.94,32.1,31.82,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr3g069030_rep1,34.16,0.16,13,15.49,16.79,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr1g100627_rep1,0.21,0.04,0.05,0.03,7.3,Mtr-Shoot-DTW014-DPGP001
A17R_Medtr2g100595_rep1,3.69,6.91,4.81,5.38,4.31,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr4g007740_rep1,14.94,8.9,18.4,14.13,14.08,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr4g073240_rep1,684.18,211.14,649.28,584.63,404.84,Mtr-Shoot-DTW030-DPGP001
A17R_Medtr3g090490_rep1,28.12,46.29,29.47,31.78,33.85,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr5g030990_rep1,5.2,9.44,4.69,3.86,4.27,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr1g025220_rep1,201.07,28.78,127.24,92.02,55.78,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr5g080720_rep1,0.56,1.69,0.44,0.62,0.51,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr4g015550_rep1,10.72,13.29,18.85,14.17,15.75,Mtr-Shoot-DTW022-DPGP002
A17R_Medtr2g035620_rep1,3.69,8.54,3.9,2.66,2.62,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr7g016780_rep1,44.47,10.61,73.96,69.17,37.79,Mtr-Shoot-DTW023-DPGP001
A17R_Medtr8g028080_rep1,16.28,44.12,18.83,20.79,32.38,Mtr-Shoot-DTW021-DPGP001
A17R_Medtr5g022970_rep1,59.84,50.84,76.78,102.69,100.62,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr3g464000_rep1,1.95,5.18,2.45,2.27,2.51,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr4g011460_rep1,36.46,104.81,42.74,41.97,50.68,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr3g006730_rep1,8.91,25.18,13.5,12.07,10.26,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr3g464380_rep1,58.91,63.41,49.3,32.62,25.54,Mtr-Shoot-DTW044-DPGP002
A17R_Medtr0511s0010_rep1,7.22,16.4,11.44,9.96,10.17,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr6g009200_rep1,4.37,9.68,4.25,3.9,4.45,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr2g437730_rep1,0.57,1.54,0.81,0.72,0.47,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr8g069825_rep1,50.52,79.04,47.54,34.78,31.01,Mtr-Shoot-DTW008-DPGP001
A17R_Medtr5g043920_rep1,0.59,1.76,1.01,1.42,1.62,Mtr-Shoot-DTW005-DPGP001
A17R_Medtr4g108040_rep1,4.14,2.22,5.16,4.05,4.79,Mtr-Shoot-DTW003-DPGP001
A17R_Medtr7g104350_rep1,28.82,36.03,27.46,26.68,25.14,Mtr-Shoot-DTW042-DPGP001
A17R_Medtr7g101840_rep1,4.98,12.37,6.34,5.8,5.07,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr1g097250_rep1,5.93,12.55,8.35,9.11,7.06,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr8g041880_rep1,13.07,8.28,11.56,15.71,15.1,Mtr-Shoot-DTW037-DPGP002
A17R_Medtr1g059890_rep1,7.2,20.86,15.03,23.92,26.28,Mtr-Shoot-DTW015-DPGP001
A17R_Medtr3g089125_rep1,0.04,0.19,0,0.11,0,Mtr-Shoot-DTW001-DPGP001
A17R_Medtr8g469430_rep1,2.29,2.24,3.86,6.16,5.83,Mtr-Shoot-DTW029-DPGP001
A17R_Medtr4g093080_rep1,1.88,0.98,3.95,3.92,2.1,Mtr-Shoot-DTW026-DPGP001
A17R_Medtr8g102330_rep1,132.53,217.72,105.15,128.1,160.78,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr1g084050_rep1,1.27,2.49,3.97,3.82,3.28,Mtr-Shoot-DTW010-DPGP001
A17R_Medtr8g093840_rep1,3.9,0.89,3.57,1.37,2.58,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr1g063350_rep1,21.73,82.48,31.87,28.41,26.33,Mtr-Shoot-DTW012-DPGP002
A17R_Medtr3g069290_rep1,0.09,1.27,0.24,0.17,0.17,Mtr-Shoot-DTW012-DPGP001
A17R_Medtr5g055800_rep1,5.36,14.68,5,6.81,8.18,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr7g087410_rep1,0.96,3.4,1.54,1.7,5.42,Mtr-Shoot-DTW024-DPGP001
A17R_Medtr5g013440_rep1,3.22,8.44,5.98,4.49,4.65,Mtr-Shoot-DTW025-DPGP001
A17R_Medtr8g014910_rep1,264.46,338.43,171.95,156.73,176.69,Mtr-Shoot-DTW043-DPGP001
A17R_Medtr2g072250_rep1,34.79,83.24,46.52,42.46,37.51,Mtr-Shoot-DTW038-DPGP001
A17R_Medtr5g014140_rep1,18.71,25.15,16.92,14.76,13.47,Mtr-Shoot-DTW006-DPGP001
A17R_Medtr4g132270_rep1,30.19,83.71,22.56,34,80.45,Mtr-Shoot-DTW021-DPGP001
A17R_Medtr4g118640_rep1,163.92,61.77,143.79,92.13,105.85,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr6g012110_rep1,1862.01,9.72,1088.21,533.92,570.71,Mtr-Shoot-DTW004-DPGP001
A17R_Medtr1g109660_rep1,16.87,50.68,18.72,24.38,25.72,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr7g085670_rep1,70.48,53.16,71.37,73.76,59.52,Mtr-Shoot-DTW030-DPGP001
A17R_Medtr7g103300_rep1,15.25,28.31,19.13,30.03,43.59,Mtr-Shoot-DTW036-DPGP001
A17R_Medtr5g021340_rep1,5.91,9.55,5.48,6,10.35,Mtr-Shoot-DTW024-DPGP001
A17R_Medtr1g090630_rep1,22.91,5.69,15.29,16.97,16.14,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr2g013250_rep1,14.03,2.77,7.95,7.87,9.69,Mtr-Shoot-DTW011-DPGP001
A17R_Medtr1g085620_rep1,18.84,36.17,21.05,19.01,22.8,Mtr-Shoot-DTW041-DPGP001
A17R_Medtr8g099665_rep1,248.68,50.54,228.78,268.71,208.4,Mtr-Shoot-DTW028-DPGP001
